EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
456547402,A Oren Merkle And Ruth C Merkle Foundation,389643,160019,143.5,349775,1.38,turbulent
456572676,Usw Yokohama Tire Retirees Health And Welfare Trust,4932514,3145609,56.81,1059477,0.71,turbulent
456586111,Ames Family Foundation,214978,352926,-39.09,-80130,1.41,turbulent
456781856,John D And Allie Lea Orton Foundation,80520,104803,-23.17,-53752,1.6,turbulent
456988826,Park Willis H Succ Tw Hospitals,11229,3881,189.34,-22740,2.26,turbulent
460557340,Adams Quest,84992,150599,-43.56,49472,0.39,uncategorized
460582902,Way Of New Life Ministries,24608,26495,-7.12,-10424,0.19,weak_down
460592218,Bladder Health Foundation,3,4369,-99.93,0,1.55,turbulent
460599813,Michael P Schaab Foundation,728,16510,-95.59,-85,0.68,turbulent
460619638,Fine Art Miracles Inc,205552,290616,-29.27,136324,0.34,uncategorized
460639843,Msc Foundation,7187,9588,-25.04,-9320,3.24,turbulent
460676627,Dodie Anderson Family Charitable Foundation,3254055,1,325405466.67,-310200,2.75,turbulent
460683059,Thrill Mill Inc,1255352,970115,29.4,-676235,0.54,turbulent
460710242,Suzanne Maury Perpetual Charitable Trust,30919,29673,4.2,-54609,2.02,turbulent
460718674,Pta Pennsylvania Congress,22880,52001,-56.0,10801,0.35,uncategorized
460729570,Mary H Maury Charitable Trust,82596,380838,-78.31,-110651,1.3,turbulent
460794544,Pittsburgh Jcs Inc,358684,476981,-24.8,488361,0.43,uncategorized
460808440,Community Data Roundtable,577333,480189,20.23,85505,0.62,turbulent
460838766,Alvin Weinberg Family Foundation,16464,149030,-88.95,8482,2.03,turbulent
460843439,St James Fellowship,77372,75763,2.12,12566,0.14,stable
460881237,Friends Of The Pittsburgh Fisher House Inc,237405,125963,88.47,20474,0.48,strong_momentum_up
460902624,Braden Trust For Washington Hospital,85653,578715,-85.2,-61215,1.32,turbulent
460922571,His Feet International,330010,208971,57.92,191809,0.38,strong_momentum_up
460946413,Photo Society Inc,57137,49328,15.83,-2532,0.41,weak_up
461015145,Pinnacle Oak Grove Eanrings Limit Trust,291,67692,-99.57,-874,1.09,turbulent
461202594,Century Aluminum Hawesville Retiree Health Care Reimbursement Trust,1202508,1123036,7.08,-55546,0.44,weak_up
461204206,Albert E Gazalie & Olga T Gazalie Charitable Foundation,10148,138818,-92.69,5310,1.79,turbulent
461309460,Usw Crucible Retirees Health And Welfare Trust,5420358,5040263,7.54,2585826,0.86,turbulent
461325363,Coraopolis District Sportsmens Association,82422,113522,-27.39,-10721,0.28,strong_momentum_down
461378279,Educational Audiology Association,128184,79390,61.46,29633,0.45,strong_momentum_up
461412135,Casita Copan Inc,260337,168954,54.09,7259,0.41,strong_momentum_up
461454750,Phi Delta Theta Fraternity,124246,87368,42.21,83357,0.57,turbulent
461519874,Pennsylvania Sports Hall Of Fame East Boros Charter,2581,48424,-94.67,648,0.8,turbulent
461621797,Butler Cancer Associates Inc,19753546,16333408,20.94,5058458,0.35,strong_momentum_up
461628676,Pittsburgh Hispanic Development Corporation,614332,340136,80.61,29401,0.68,turbulent
461634605,Sljacobs Family Foundation,26760,1993,1242.72,17194,1.86,turbulent
461642674,Arcade Comedy Theater Inc,317747,332921,-4.56,21213,0.44,stable
461665625,Yahve Jire Childrens Foundation Us,253302,264296,-4.16,128623,0.32,stable
461685366,Industrial Center Of Mckeesport Association,17250,23349,-26.12,-4072,1.03,turbulent
461691722,Fortyx80 Inc,298921,235798,26.77,435399,0.59,turbulent
461701053,Bike Share Pittsburgh Inc,1803486,1423121,26.73,-137573,1.0,turbulent
461745187,Forerunner Flame International,19247,50955,-62.23,-46995,0.68,turbulent
461794602,Thomas D And Frances N Maher Family Foundation,138063,112656,22.55,10895,0.13,strong_momentum_up
461802136,Alliance For Refugee Youth Support And Education,630262,91407,589.51,640210,1.06,turbulent
461909171,Community Liver Alliance,631165,411667,53.32,-146936,0.36,uncategorized
461953776,Renew The I Do Foundation,618319,130342,374.38,480694,1.0,turbulent
462001936,Kingdom Life Fellowship Pittsburgh,67327,103314,-34.83,-59556,0.37,strong_momentum_down
462132412,Abolitionist Law Center,2503580,755760,231.27,1823759,1.19,turbulent
462322750,Nahlpgh,206527,152591,35.35,161479,0.49,strong_momentum_up
462401022,Heitz Number 61 Memorial Foundation,20195,37522,-46.18,-11441,0.39,strong_momentum_down
462608635,Doherty Family Charitable Foundation,1479319,626152,136.26,483030,0.93,turbulent
462642901,Fair Shake Environmental Legal Services,1017818,723085,40.76,227611,0.45,strong_momentum_up
462669379,Proud Haven Inc,106543,51431,107.15,100733,0.67,turbulent
462709738,Resonance Works,131912,126685,4.13,-17737,0.3,stable
462711516,Peters Josie Fbo Oklahoma U Fdn Tr,163614,95412,71.48,-26584,0.73,turbulent
462847551,Goode Family Charitable Foundation,148438,78318,89.53,-86754,1.88,turbulent
462873207,Oma Center For Mind Body And Spirit Inc,76112,9996,661.43,-23000,1.25,turbulent
463006939,Parent Booster Usa Inc,109587,108339,1.15,-7413,0.1,stable
463080545,Campbell Educational And Community Foundation,1264896,2449079,-48.35,-2040256,1.37,turbulent
463303760,Western Pennylvania Special Hockey Association,43919,42407,3.57,-53385,0.72,turbulent
463342940,Allegheny County Airport Authority Charitable Foundation,468722,294592,59.11,663139,0.94,turbulent
463348692,Passport Academy Charter School,3626694,2980987,21.66,-635319,0.24,uncategorized
463362083,Pitcare Inc,369918,219900,68.22,-248737,0.49,uncategorized
463406572,Pswcs Org Llc,19664,31540,-37.65,-22525,0.93,turbulent
463414778,Albert Schweitzer Fellowship  Pittsburgh,181285,213161,-14.95,-121288,0.47,weak_down
463463830,Cheryl Kay Foundation Inc,25061,78288,-67.99,7752,0.64,turbulent
463552453,Sanford N And Judith Robinson Family Foundation Inc,50163,5654,787.11,57512,2.14,turbulent
463755401,Young Foxes Hockey,62414,49300,26.6,16390,0.17,strong_momentum_up
463782528,C F Holdship Charitable Trust,930495,942450,-1.27,-1477330,1.72,turbulent
463872755,Maestromeetings Inc,140412,110122,27.51,179469,0.43,strong_momentum_up
464093224,Gray Paws Sanctuary,82089,61831,32.76,24019,0.24,strong_momentum_up
464093438,Carnegie Project On The Education Doctorate,355364,305593,16.29,140937,0.24,weak_up
464144158,Propel Charter School Hazelwood,6585381,5079341,29.65,999450,0.26,strong_momentum_up
464186362,Great Lakes Physician Practice Pc,32507265,22699239,43.21,3406950,0.34,strong_momentum_up
464221983,Three Rivers Mothers Milk Bank,1140282,845778,34.82,383841,0.49,strong_momentum_up
464226957,Project Road Warrior Foundation Inc,184128,225798,-18.45,265051,0.8,turbulent
464230600,North Hills Hockey Club Inc,123362,96088,28.38,65259,0.24,strong_momentum_up
464288528,Warren General Hospital Char Tr,27408,266107,-89.7,-22755,1.82,turbulent
464483460,Charles Henry Leach Ii Fund For Duquesne University,178016,114410,55.59,246687,2.28,turbulent
464546069,Rade B Vukmir Foundation,1150,1104,4.17,1199,0.54,turbulent
464562155,Guardians Of Sound Inc,120472,104366,15.43,84544,0.35,weak_up
464729004,Casa San Jose,2299302,423231,443.27,1466973,1.15,turbulent
464785708,Joyce M Englund Charitable Foundation,127581,438674,-70.92,53967,1.63,turbulent
464834117,Whitaker Community Cares,20594,24735,-16.74,30115,0.59,turbulent
464897306,Aimed,4843829,2825635,71.42,771323,0.49,strong_momentum_up
465116362,National Association For Student Activities,39326,63014,-37.59,96264,0.64,turbulent
465136455,Joseph P Kittredge Jr Char Trust,53728,507339,-89.41,-39221,1.78,turbulent
465337058,Gladys K Schultise Charitable Trust,44990,33232,35.38,-39222,0.47,uncategorized
465343240,Moon Area Lacross Club,79457,77170,2.96,16978,0.2,stable
465500651,The Chamber Orchestra Of Pittsburgh,115753,62808,84.3,89507,0.75,turbulent
465508633,Kinetic Theatre Co,94593,226784,-58.29,32782,0.41,uncategorized
465591028,Plum High School Cheerleading Boosters,61273,76305,-19.7,-12634,0.22,weak_down
466433085,Muriel C Majneri Tr,28431,23522,20.87,-25919,1.83,turbulent
466550132,Usw Sherwin Alumina Retiree Health Care Trust,227594,40986,455.29,270447,1.36,turbulent
466666261,Margaret Raphael Foundation Tr,820387,1135021,-27.72,373048,1.28,turbulent
466831338,Aeps Umwa Retiree Medical Tr,2506207,1047143,139.34,4991417,1.49,turbulent
466969050,Oscar L Weitzman Foundation,158560,967624,-83.61,-195580,1.8,turbulent
467023830,Post Ret Healthcare Benefit Tr For Bargaining Unit Oncor Participants,3267094,4787832,-31.76,-392527,0.4,strong_momentum_down
467027865,Post Retirement Life Ins Benefit Tr For Oncor Participants,6342261,7133314,-11.09,4497951,0.42,weak_down
467030620,Post Ret Health Care Benefit Tr For Non Bargained Oncor Participants,10326025,18558528,-44.36,376297,0.42,uncategorized
467053564,Davidson Estate Account,65181,79822,-18.34,15084,1.76,turbulent
467058056,Jernberg Steelworkers Retiree Health Care Tr,40152,199783,-79.9,-69109,0.57,turbulent
467164742,Off The Wall Charitable Tr,301782,359332,-16.02,232061,0.49,weak_down
467175461,Lands Cabrera Fund Tr,324021,1603392,-79.79,131556,1.03,turbulent
467192323,Emagene K Wheeler Tr,48929,69922,-30.02,22190,1.96,turbulent
467195644,Helen F Schroeder Irr,51853,92459,-43.92,-45730,1.85,turbulent
467208744,Richard S Hamilton Foundation,8700,5833,49.14,-2150,0.37,uncategorized
467247618,Futrell Foundation,33509,70771,-52.65,-68899,0.89,turbulent
467397675,Gustafson Lanphere Charitable Tr,47521,186396,-74.51,-49740,1.64,turbulent
470976591,La Scuola D Italia Galileo Galilei,1044253,544268,91.86,429071,0.88,turbulent
471008826,North Side Partnership Project,150916,88562,70.41,141425,0.97,turbulent
471011619,Harshman Family Foundation,270945,754529,-64.09,32659,0.63,turbulent
471052707,Steelers Charities,446609,602555,-25.88,-123134,0.32,strong_momentum_down
471094057,The Ryr 1 Foundation,441455,860643,-48.71,17542,0.59,turbulent
471168047,Parent Booster Usa Inc,35797,41559,-13.86,43847,0.56,turbulent
471234840,Radiant Hall Studios,430098,330639,30.08,175907,0.47,strong_momentum_up
471339620,Kennedy Girls Softball Inc,58709,67384,-12.87,49993,0.32,weak_down
471440025,S Kent Rockwell Foundation Inc,9090365,4570998,98.87,1584200,0.97,turbulent
471600873,Upmc,350172,286108,22.39,506,0.25,strong_momentum_up
471601203,Steel City Squash Inc,2099527,330703,534.87,4778491,1.68,turbulent
471747095,Gismondi Family Foundation,1395046,1665038,-16.22,-263566,0.46,weak_down
471833006,Shear Family Foundation Inc,13254298,58655577,-77.4,13935725,1.73,turbulent
471840657,Samuel And Edith@Justus Charitable Trust,2064043,9059227,-77.22,-345866,1.57,turbulent
471946018,Polish Falcons Heritage Foundation,611,12967,-95.29,-1683,1.04,turbulent
472025476,Will Allen Foundation,194593,81052,140.08,78244,0.55,turbulent
472035654,Pittsburgh Amateur Hockey League,168864,164701,2.53,7142,0.11,stable
472066714,Walton Family Foundation,104149,680388,-84.69,72656,1.58,turbulent
472266595,Wild And Free Foundation,264092,130630,102.17,232372,0.7,turbulent
472306938,Tag Community Ventures,89783,150762,-40.45,57794,0.52,turbulent
472361245,Pittsburgh Regional Food Service Directors,90913,134036,-32.17,58343,0.29,uncategorized
472445451,C M Murray Fbo St Ignatius,3545,35780,-90.09,-2085,1.38,turbulent
472458865,C M Murray Fbo Howard Chapel,7023,71334,-90.15,-4050,1.38,turbulent
472502852,C M Murray Tr Fbo St Michaels Church,3662,35822,-89.78,-1711,1.37,turbulent
472505177,Southwest Pennsylvania Environmental Health Project,1227993,795479,54.37,-310841,0.49,uncategorized
472507780,Black Political Empowerment Project,159717,109928,45.29,53414,0.24,strong_momentum_up
472552304,Evolve Coaching,555353,249641,122.46,577483,0.89,turbulent
472610594,Dr George H Robinson Memorial Trust,127891,610125,-79.04,-104848,1.7,turbulent
472630773,James And Nancy Wolf Family Foundation,337809,777278,-56.54,-593468,1.16,turbulent
472645828,Keystone Canine Training Club,65076,59874,8.69,40836,0.24,weak_up
472651553,Women For A Healthy Environment,1330670,704439,88.9,751515,0.51,turbulent
472665193,Fox Chapel Area Baseball Softball Association,159633,157857,1.13,59472,0.44,stable
472690187,Greater Baldwin Whitehall Athletic Association Inc,221996,155023,43.2,79190,0.27,strong_momentum_up
472697273,African American Cultural Center,7501506,5092233,47.31,-476449,0.51,turbulent
472777641,Scenic Pittsburgh,272898,207008,31.83,-20124,0.49,uncategorized
472906717,Film Pittsburgh,744031,568342,30.91,-81761,0.16,uncategorized
472937563,Bachelier Finance Society,10413,121326,-91.42,-1361,1.55,turbulent
473157145,Pittsburgh Chapter Of The German American Chamber Of Commerce Ny In,353034,232714,51.7,407963,0.66,turbulent
473161922,Joey Fabus Childhood Cancer Foundation Inc,15570,27581,-43.55,1441,0.86,turbulent
473391994,Carl R Streams Elementary Parent Teacher Organization,24576,36686,-33.01,10235,0.26,uncategorized
473476140,412 Food Rescue Inc,20560408,8058383,155.14,-10490732,0.79,turbulent
473486206,Boyce Middle School Pto,23223,39090,-40.59,22967,0.42,uncategorized
473515830,The Point Park University Foundation,52013,52013,0.0,0,2.63,turbulent
473548237,Not Forgotten Home And Community Services,6596146,3765717,75.16,2185712,0.58,turbulent
473591533,Sakyamuni Budda Temple Of Pgh Inc,20368,38597,-47.23,366,0.58,turbulent
473663798,Carlynton Education Foundation Corporation,49258,60674,-18.82,12427,0.17,weak_down
473773764,Macis Teams Inc,155292,153887,0.91,176716,0.47,stable
473794309,Tus Inc,911935,395110,130.81,198789,0.52,turbulent
473816466,Dwight D Eisenhower Elementary School Parent Teacher Organization,33512,42961,-21.99,-35170,0.3,strong_momentum_down
474085818,Parent Booster Usa Inc,48757,48247,1.06,33830,0.23,stable
474216521,Young Scholars Of Greater Allegheny Charter School,5296984,3000991,76.51,2176657,0.46,strong_momentum_up
474264278,Rosedale Food Pantry,90955,32829,177.06,-34766,0.64,turbulent
474307096,Keynotes Of Music For Mt Lebanon,11525,12716,-9.37,12618,0.47,weak_down
474309256,Publicsource Inc,1275955,1223062,4.32,201709,0.39,stable
474320305,Justice For Animals,368,2338,-84.24,-4552,2.55,turbulent
474443871,Pittsburgh International Folk Arts Institute,359097,1482971,-75.79,156171,1.3,turbulent
474492001,Moon Area Band Parent Organization Inc,190222,224282,-15.19,-38224,0.37,weak_down
474795994,Furkid Rescue Inc,143575,124060,15.73,-93114,0.3,weak_up
474819047,Iyengar Yoga Institute Of Pittsburgh,68933,110121,-37.4,-11501,0.3,strong_momentum_down
474957850,Fox Chapel Area Cheerleading Association Boosters,15805,15065,4.91,12926,0.5,stable
475013335,Omicelo Cares,477633,329708,44.87,75506,0.74,turbulent
475421523,Doors Open Pittsburgh Inc,188052,100933,86.31,5983,0.51,turbulent
475537371,Brookline Teen Outreach,272838,100227,172.22,329421,0.77,turbulent
475546943,Tamion Enterprises,156608,105780,48.05,-405057,1.31,turbulent
476373337,Isolde F Cameron Educational Tr,90222,416054,-78.31,44289,1.57,turbulent
477009840,Talen Energy Bargaining Unit Retiree Health Plan Tr,3254902,3898251,-16.5,-2198006,0.35,weak_down
477012700,Talen Energy Bargaining Unit Retiree Group Life Ins Plan Tr,566333,481087,17.72,-296579,2.57,turbulent
477016303,Talen Energy Salaried Retiree Group Life Ins Plan Tr,509743,467166,9.11,-366790,1.69,turbulent
510163222,American Society Of Regional Anesthesia Surgery Obstetrics And,4050725,5770774,-29.81,2145615,0.3,uncategorized
510172526,Theatre Historical Society Of America,273964,253759,7.96,-178225,0.36,weak_up
510174338,The Earl E And Marie Smith Educational Memorial Fund,8782,12536,-29.94,-7896,0.67,turbulent
510183279,Oncology Nursing Society,27777475,28367077,-2.08,2994957,0.12,stable
510200063,St Hildas And St Hughs School Trust F/B/O,26283,25244,4.11,15197,1.02,turbulent
510211839,Lucy B Gillett Ta,32787,61346,-46.55,-9054,0.82,turbulent
510232187,Commonwealth Trust C/O Bank Of Delaware Trustee,360354,157152,129.3,-413405,0.84,turbulent
510235093,Wilgus Cemetery Fund,149942,125026,19.93,-133967,0.59,turbulent
510244741,Daisy P Greiner Trust U/W For Evangelical Lutheran Church 2321 N,29984,18489,62.17,-34619,1.01,turbulent
510244751,John R Hessel Charitable Trust,94682,59602,58.86,27475,0.57,turbulent
510251635,J S Harrington Tuw Masonic Home,17343,15176,14.28,14456,0.44,weak_up
510251637,J S Harrington United Methodist Church,17066,13747,24.15,-11805,0.68,turbulent
510432076,Family Services Of Western Pennsylvania,70616,64527,9.44,1371,0.07,weak_up
510432078,Fswp Gl Ii Inc,56092,52836,6.16,-7159,0.07,weak_up
510432081,Fswp Gl Iii Inc,51525,48567,6.09,155,0.03,weak_up
510446626,Braddock Redux,72312,873382,-91.72,2633,0.88,turbulent
510539134,Staley Family Foundation Incorpora,77753,1008579,-92.29,-31176,1.84,turbulent
510550393,Shoulder To Shoulder Pittsburgh San Jose Inc,95682,108747,-12.01,24393,0.21,weak_down
510557643,Noahs Ark Of West Mifflin,1210111,923642,31.02,218816,0.22,strong_momentum_up
510560985,American Federation Of Labor & Congress Of Industrial Orgs,285661,303539,-5.89,2739,0.07,weak_down
510613823,National Center For Arts & Technology,499075,1241596,-59.8,-653812,0.5,strong_momentum_down
510625389,Alexander M & Judith W Laughlin Family Foundation,940,2547,-63.07,568,0.44,uncategorized
510648670,M&P Fasmily Foundation Incorporated,71218,103840,-31.42,-53480,0.88,turbulent
516010006,Harry S Crawford Tr Uw Fbo Mt Horeb Pres Ch Farmers Bk Of The St Of De,4835,4257,13.59,3433,0.45,weak_up
516010014,Sara H Lister Tr Ua 032427 Ud Fbo Kent General Hospital,4009,2709,47.97,3097,0.74,turbulent
516010048,Joseph P Pyle T W,50171,38586,30.02,-66356,1.32,turbulent
516010100,Bertha Harlan T W 1111329,10205,29775,-65.72,-18085,1.39,turbulent
516010406,Harry F Brown Tr 1112163 Fbo Ywca,220997,366218,-39.65,220324,0.64,turbulent
516010407,Childrens Bureau Of Del T/W H F B 3740,141815,220373,-35.65,-25417,0.29,strong_momentum_down
516010408,Historial Society Of Del Tw Hfb,28530,65401,-56.38,-16771,0.62,turbulent
516010467,Margaret I Handy Foundation For Children,10290,21244,-51.56,-8411,0.6,turbulent
516010547,William H Heald Scholarship Fund 4256,26704,63892,-58.2,-17295,1.05,turbulent
516010596,H Fletcher Brown Fund,11944,25822,-53.74,-1760,0.64,turbulent
516010597,Florence H Brown T/W Ymca 31 0118 00 5,13746,45086,-69.51,3081,1.51,turbulent
516010602,Wilbur E Postles Scholarship Fund,1069661,280699,281.07,-704250,0.89,turbulent
